Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
LINC01141	1	20360579	20431234
			
	22	23976872	23991421
			
	22	23976904	23977585
			
GSTT4	22	23998401	24005453
			
	18	8635179	8636347
			
FECH	18	57544377	57586732
			
KTN1	14	55559072	55701526
			
	5	56536583	56537826
			
	22	24006305	24008258
			
FAM151B	5	80487969	80542563
			
	12	24704503	24775565
			
CABIN1	22	24011192	24178628
			
SRGAP1	12	63844700	64162217
			
LINC01153	10	121178700	121185966
			
	1	23907111	23907885
			
	10	118692361	118693535
			
C1orf158	1	12746200	12763699
			
CHST15	10	124007668	124093598
			
	2	18547386	18548204
			
SLC30A3	2	27253684	27275817
			
	5	25425412	25425599
			
	5	70495100	70500903
			
	5	66085405	66093937
			
KLHL21	1	6590724	6614607
			
	15	67974391	67974625
			
CCDC152	5	42756818	42802439
			
LINC01413	15	57319138	57325039
			
PLCB2-AS1	15	40300670	40301820
			
REC114	15	73443164	73560013
			
LINC02484	4	34120090	34335351
			
BLOC1S4	4	6716174	6717664
			
TAPT1-AS1	4	16226685	16320140
			
NPTN-IT1	15	73567012	73569294
			
ZAR1	4	48490252	48494389
			
	6	83392416	83393409
			
MTHFD2P3	6	107985811	107986031
			
	15	60763593	60765625
			
	6	67888977	67998751
			
AARS2	6	44298731	44313347
			
	15	74429445	74431449
			
	15	69022230	69024176
			
	15	67832725	67873866
			
EPHA2	1	16124337	16156069
			
LINC02205	15	70503907	70505928
			
	15	40906811	40910337
			
CARS1P1	15	68749501	68750691
			
	4	68861332	68861610
			
MTREX	5	55307989	55425579
			
	4	25770266	25773577
			
TBC1D21	15	73873564	73889214
			
	4	40491733	40492024
			
	10	133526259	133527513
			
NOL10	2	10570754	10689987
			
	10	124623353	124624079
			
	10	126393489	126398789
			
	10	112810031	112821838
			
DCUN1D4	4	51843000	51916837
			
TXNP1	10	119683127	119683823
			
ARL5AP2	10	99013103	99013952
			
TACC2	10	121989163	122254545
			
GAPDHP63	6	79953005	79954011
			
RWDD2A	6	83193357	83198935
			
	6	103002514	103003897
			
TPI1P3	6	116038756	116039495
			
	6	40271566	40276237
			
LAMA4-AS1	6	112236093	112307009
			
LINC02780	1	3976133	4012704
			
LINC02553	11	97222644	97259987
			
KRT89P	12	52341197	52354036
			
	11	90017611	90024511
			
	1	2811850	2812692
			
	6	85155667	85167749
			
	6	39818751	39823227
			
ARHGEF19	1	16197854	16212652
			
ATP23	12	57906039	57959148
			
	6	79067692	79068138
			
	11	94874052	94925521
			
BRD7P4	6	111430260	111431781
			
TXNP7	6	74004520	74004812
			
	6	109288440	109288562
			
TYR	11	89177875	89295759
			
	6	100177209	100178192
			
	6	78604467	78606036
			
MCHR2-AS1	6	99993934	100107613
			
	6	108372772	108372927
			
SEC63	6	107867756	107958208
			
	15	67985059	67986288
			
DSG1-AS1	18	31343368	31426988
			
NPTN	15	73560014	73634134
			
DSG2	18	31498177	31549008
			
KAZN-AS1	1	14338825	14419973
			
OSBPL9P2	11	91114724	91115951
			
	11	106465985	106469296
			
PPP1R12A	12	79773563	79935460
			
	11	93587703	93588559
			
	11	98676391	98683735
			
	11	102109827	102110457
			
HSPD1P13	11	105706299	105707937
			
	11	107642887	107643871
			
DRAXIN	1	11691710	11725857
			
	16	32663925	32666533
			
IFITM9P	11	69303412	69303807
			
	16	19086831	19098332
			
H2AZP4	11	70278921	70279297
			
	16	648473	649200
			
	16	48620319	48622033
			
	16	48640473	48641052
			
MMP8	11	102711796	102727050
			
GTF3C1	16	27459555	27549913
			
GPR153	1	6247353	6261098
			
	5	63569419	63571617
			
	1	28239509	28241453
			
TMEM167A	5	83052846	83077863
			
UBE2V2P3	1	11278616	11279351
			
MAP3K6	1	27354067	27366961
			
CDK5R1	17	32486993	32491253
			
	22	24101689	24103354
			
ZNRF3-AS1	22	29024999	29031476
			
ACOT12	5	81329996	81394179
			
	17	38703480	38706261
			
	17	29775747	29776701
			
KREMEN1	22	29073035	29168333
			
	17	31583162	31637543
			
KRTAP9-8	17	41237999	41239004
			
KLHL11	17	41848518	41865423
			
DNAJB6P5	11	69737298	69738017
			
	11	95030549	95031245
			
HNRNPCP8	11	87024583	87025777
			
	17	22524563	22525330
			
	11	87917948	87917999
			
	17	31038575	31059121
			
	11	89545128	89545744
			
	11	74830574	74832510
			
	11	69425690	69429621
			
LINC02719	11	106112459	106132116
			
	11	95057282	95057984
			
	11	87847259	88045608
			
	6	50411844	50415875
			
KRTAP29-1	17	41301826	41302851
			
NAALAD2	11	90131515	90192894
			
	17	6163893	6190541
			
SESN1	6	108986437	109094819
			
	15	70758269	70758856
			
SH2D1A	X	124227868	124373197
			
	22	29099041	29111683
			
RNU6-810P	22	29134014	29134120
			
RNU6-1219P	22	29191697	29191808
			
SALL3	18	78979818	79002677
			
EMID1	22	29205896	29259597
			
MPI	15	74890005	74902219
			
MYO15A	17	18108706	18179802
			
LINC01866	2	16970034	16974497
			
	2	30677762	30679895
			
FAM228A	2	24175053	24200849
			
CABLES1	18	23134564	23260470
			
RBBP7	X	16839283	16870362
			
HAPLN1	5	83637805	83720855
			
ATP6V0E1P3	2	33602041	33602286
			
	2	23375229	23381299
			
TP53I3	2	24077433	24085861
			
	5	33367179	33368778
			
	5	74798994	74800100
			
	5	44826076	44828592
			
	5	41585882	41587787
			
	5	50662859	50663266
			
	5	34656412	34657250
			
	5	40306824	40312905
			
RAP1BL	5	76173629	76174183
			
KAZN	1	13892792	15118043
			
	5	34164698	34244796
			
LINC02488	5	87662040	87705337
			
	5	83012285	83013109
			
	5	86380660	86381426
			
HMGB1P25	2	9018293	9018899
			
	5	57317989	57320020
			
CAB39P1	5	60630514	60630973
			
	2	1341044	1346568
			
ADGRF3	2	26308173	26346817
			
VCAN	5	83471618	83582303
			
SLC35G4	18	11609596	11610612
			
B4GALT6	18	31622246	31685836
			
RINT1	7	105532169	105567677
			
PRAMEF5	1	13254212	13263314
			
SUV39H1	X	48695554	48709016
			
	1	9660828	9662626
			
RERE-AS1	1	8424645	8435013
			
CFAP300	11	102047437	102084554
			
CHCHD2P6	1	15604597	15605043
			
	1	30858158	30860254
			
	1	18595414	18595636
			
	4	40743627	40750865
			
	4	39614465	39618488
			
	4	41924180	41924380
			
LINC00337	1	6234692	6239444
			
SNAP91	6	83552880	83709691
			
ZNF157	X	47370578	47414498
			
	4	18418662	18888662
			
CTBP1-AS	4	1210120	1218591
			
RHBDD3	22	29259872	29268209
			
MAGED1	X	51803007	51902354
			
TNFRSF1B	1	12166991	12209228
			
	4	29010619	29011021
			
LINC02283	4	54332892	54355954
			
	4	6064977	6070162
			
	4	201409	205009
			
ZNF519P4	4	393534	393658
			
	4	23779590	23782560
			
	4	41688858	41692797
			
CDC42P2	7	55638274	55638842
			
	11	89820082	89826922
			
	4	34140598	34180729
			
	4	30006951	30008316
			
TFPI2-DT	7	93890913	93893601
			
	7	63345840	63346732
			
	11	88061774	88098147
			
SAP25	7	100572228	100573900
			
LINC02506	4	31997376	32228543
			
LINC01320	2	33706886	34738231
			
GPR83	11	94377316	94401419
			
LINC02271	4	61143656	61153962
			
ELOA2	18	47032527	47035621
			
POTEC	18	14507339	14543600
			
PCGF3	4	705748	770640
			
PDE1C	7	31751179	32428131
			
	11	91382909	91383289
			
MMP27	11	102691487	102705769
			
	22	29260889	29262037
			
	8	80032724	80033300
			
EWSR1	22	29268009	29300525
			
THAP12P7	8	78760142	78762431
			
COX6CP8	8	64331927	64332152
			
	16	65601101	65601698
			
PRR23D3P	8	7793716	7795870
			
	8	72202751	72251565
			
CRAMP1	16	1612337	1677908
			
PCARE	2	29060976	29074523
			
	2	5696220	5719670
			
	1	37154761	37325100
			
	2	31651381	31651862
			
	2	23616499	23617987
			
	2	26950308	27009807
			
CRTC1P1	2	52570648	52572522
			
HMGN2P17	1	8893409	8894151
			
HS6ST1P1	1	21428303	21429536
			
	11	35972428	35989007
			
	2	30986939	30991426
			
ASS1P13	11	107176286	107177530
			
	1	15720312	15736896
			
MAPRE3-AS1	2	26984776	27014612
			
KBTBD3	11	106051098	106077459
			
ZMYM4-AS1	1	35358822	35366077
			
	2	30887626	30897387
			
	2	27053618	27054276
			
C1orf195	1	15164344	15171317
			
ATRAID	2	27212027	27217178
			
	1	30140263	30141607
			
TMEM82	1	15742499	15747982
			
SULF1	8	69466624	69660915
			
RPL17	18	49488453	49492508
			
	1	2773603	2776473
			
ARHGAP42	11	100687288	100993941
			
KIAA0319L	1	35433492	35557950
			
	9	88391362	88391832
			
LINC01239	9	22646200	22824213
			
	16	66841433	66853448
			
	2	38121935	38123881
			
	2	29899597	29907199
			
	16	64242608	64343909
			
CYP1B1	2	38066973	38109902
			
RPF2P1	20	35752814	35753719
			
U6	20	35769785	35769867
			
APOOP5	16	59709993	59755026
			
BRD3	9	134030305	134068535
			
KARS1P3	16	68002432	68004952
			
CPNE1	20	35626031	35664956
			
TRIM51BP	11	89854953	89862893
			
GDE1	16	19501693	19522123
			
ANKRD49	11	94493979	94499578
			
LDHAL6CP	12	63003553	63006902
			
TMEM178A	2	39664982	39717963
			
LINC01333	5	74321293	74341236
			
	4	29118304	29211696
			
UNC93B7	4	9493736	9498066
			
LYAR	4	4267701	4290154
			
ITGB7	12	53191323	53207282
			
MAST4-AS1	5	67001383	67003953
			
	5	14728587	14734258
			
TOMM20P1	11	77313606	77314032
			
	11	90051837	90053736
			
PPIAP43	11	100666459	100666962
			
OXCT1	5	41730065	41870425
			
	11	89955146	89957165
			
TRIM64DP	11	89776981	89782582
			
LDAH	2	20684014	20823130
			
RANP3	11	74652636	74652911
			
	9	79913269	79915736
			
	11	67965873	67966227
			
	15	42567031	42569994
			
	9	136249978	136251205
			
UBTFL1	11	90085950	90087131
			
LINC02616	4	37001772	37023499
			
FAM163B	9	133577081	133609389
			
	17	27526386	27527223
			
FEM1B	15	68277745	68295862
			
HMGN2P38	11	73580253	73580517
			
	16	54239693	54240654
			
ZSWIM5P2	17	20583758	20591180
			
	11	104682383	104682581
			
	11	89944035	89949402
			
MTND4LP22	4	25719755	25720030
			
	11	89887366	89889991
			
RAB11FIP3	16	425649	523011
			
	4	33968174	33968526
			
	4	43972921	44025516
			
	11	87121058	87121596
			
	11	97086160	97086682
			
KSR1	17	27456470	27626438
			
	9	134992958	134995854
			
	15	71818396	71823384
			
	4	34714270	34714598
			
TUBBP5	9	138150075	138177433
			
BIRC3	11	102317450	102339403
			
RAC1P2	4	46723830	46724408
			
GABRB1	4	46993723	47426447
			
	15	42497395	42548786
			
	9	23829670	23849914
			
	9	62532337	62534724
			
TMEFF1	9	100473149	100577636
			
	4	23560923	23768652
			
PTTG2	4	37960398	37961128
			
	4	40187170	40190464
			
OR7E35P	4	9754898	9755778
			
PML	15	73994673	74047827
			
CORIN	4	47593999	47838106
			
	9	102922574	102923244
			
TMEM245	9	109015135	109119947
			
	16	27687182	27687522
			
LINC02140	16	54365996	54370794
			
NSMCE1	16	27224994	27268772
			
SMAD7	18	48919853	48950965
			
ZC3H12C	11	110093392	110171841
			
KLF4	9	107484852	107490482
			
PPIAP82	7	98454119	98454617
			
	7	117998858	118004045
			
	2	32563328	32566436
			
	2	32521927	32523547
			
	2	18939697	18946650
			
FBXL13	7	102813230	103074843
			
MATN3	2	19992052	20012668
			
OTULIN-DT	5	14661808	14664604
			
CCL4L2	17	36210924	36212878
			
	11	67840942	67841049
			
PUDP	X	6667865	7148158
			
GALNT1	18	35581117	35711834
			
SUB1	5	32531633	32604079
			
LINC01226	1	31506226	31583306
			
NOX4	11	89324353	89498187
			
	9	7914514	7961224
			
TOR1A	9	129812942	129824244
			
	2	21023496	21024170
			
MIR3681HG	2	11833926	12702913
			
LINC01778	1	30824217	30834864
			
FAM155B	X	69504326	69532508
			
WWC3	X	10015254	10144474
			
	12	57869834	57896482
			
	1	12692909	12693020
			
PRRX2	9	129665647	129722674
			
	17	30204318	30206468
			
	17	19092974	19096837
			
TMEM19	12	71686082	71705047
			
RPS2P44	16	48577524	48578369
			
CCL22	16	57358783	57366189
			
HS1BP3	2	20560448	20651130
			
UBE4B	1	10032832	10181239
			
	17	20526102	20526210
			
	17	21614487	21641536
			
	17	38903704	38904600
			
	17	20716481	20737127
			
	16	32356981	32363695
			
	9	124010530	124011114
			
	9	110727456	110727679
			
IGKV1OR9-1	9	65250543	65250826
			
ISCA1	9	86264546	86283102
			
	16	33059936	33060098
			
CAPNS2	16	55566684	55567687
			
	16	32916974	32946392
			
ZNF407	18	74597870	75065671
			
	16	46789898	46792040
			
	16	29804430	29804990
			
LINC02165	16	63730205	63755884
			
	12	20361732	20370262
			
GSDMA	17	39953263	39977768
			
C16orf97	16	52005487	52078474
			
	12	78794132	78808995
			
	12	32000375	32001222
			
MTND1P24	12	41699391	41700251
			
	12	33454345	33455452
			
	12	85958686	85960946
			
	16	67738588	67739922
			
	12	75563202	75984015
			
	16	64738323	64738564
			
	16	67929614	67936017
			
	12	63151065	63154006
			
ITGA5	12	54395261	54419266
			
	16	51149239	51149819
			
NPAP1L	16	60358455	60359480
			
	16	55332355	55332967
			
	16	48637143	48638719
			
TGFBR1	9	99104038	99154192
			
LINC02134	16	47965620	47971693
			
	16	55425574	55426130
			
RPS27P27	16	59088837	59089091
			
PPIAP48	16	64735925	64737283
			
TUFMP1	17	27082690	27084036
			
LINC01571	16	51755325	51788208
			
LINC00672	17	38925168	38929384
			
VIT	2	36696690	36814792
			
MBD1	18	50266882	50281774
			
	16	15154903	15157020
			
	16	66327349	66335138
			
	16	51089466	51095952
			
KRTAP9-7	17	41275659	41276697
			
	8	29864644	29871661
			
	16	65233056	65432820
			
IMPA1P1	8	81605569	81631134
			
UBE2SP1	17	15704232	15704900
			
UNGP1	16	51277852	51279112
			
	17	40473554	40475289
			
CCDC144NL-AS1	17	20868433	21002276
			
IFITM8P	8	63409064	63409457
			
NUTF2	16	67846923	67872567
			
	8	79918860	80080775
			
C8orf34	8	68330955	68819023
			
GPR173	X	53048789	53080615
			
STEEP1	X	119538149	119565409
			
MTRNR2L2	5	80650000	80650086
			
CDH18-AS1	5	20305565	20347972
			
SEM1P1	5	81892490	81892721
			
CAPSL	5	35904288	35938779
			
TEX13A	X	105218929	105220694
			
PNMA6A	X	153072454	153075019
			
RPL21P4	17	43079302	43079780
			
	17	40348049	40350539
			
	17	27675894	27675997
			
COL4A5	X	108439838	108697545
			
	17	32512869	32519350
			
PPP1R11P1	1	21397987	21398362
			
	17	30122429	30126118
			
TMEM51-AS1	1	15111815	15153618
			
ORMDL3	17	39921041	39927601
			
	1	7810242	7827342
			
PLA2G5	1	20028179	20091911
			
	16	57461055	57462737
			
	16	63056786	63129654
			
LINC02141	16	59855353	60053973
			
RPS15AP34	16	63350763	63351149
			
	16	55045700	55049318
			
ACSS3	12	80936414	81261210
			
ENKD1	16	67662945	67667265
			
	5	8080186	8080761
			
PRKDC	8	47773111	47960178
			
RPL29P12	5	43666766	43667232
			
	5	38763158	38764289
			
PRAMEF30P	1	12838125	12841357
			
PDS5A	4	39822863	39977956
			
TRAPPC13	5	65625004	65666233
			
GTF2IP6	17	27019527	27047934
			
	7	95018407	95018554
			
P3H4	17	41801947	41812604
			
	7	46476457	46477940
			
	7	63393745	63422053
			
GTF2IP5	7	65773620	65802067
			
PTPRU	1	29236516	29326813
			
TPT1P9	9	118082869	118083382
			
	7	32788334	32788442
			
FOXE1	9	97853226	97856717
			
	7	93914987	93915108
			
	7	116275606	116286734
			
	16	67538557	67540106
			
MED27	9	131852928	132079867
			
PPIAP49	16	74220929	74221427
			
RPS27AP16	16	61055399	61055964
			
C7orf69	7	47795291	47819847
			
ATAD2B	2	23748664	23927123
			
DYNC1LI2	16	66720893	66751609
			
GAS2L1	22	29306582	29312785
			
PDK4	7	95583499	95596516
			
	19	33997289	34066283
			
KRT6C	12	52468516	52473805
			
ZNF536	19	30228290	30713538
			
	7	116237929	116327896
			
	7	109660094	109660802
			
	7	120166443	120186064
			
	19	27849635	27889222
			
	7	110215891	110216380
			
LPAR2	19	19623655	19628930
			
TECPR1	7	98214624	98252232
			
KRT79	12	52821408	52834311
			
ACLY	17	41866917	41930542
			
	19	22620483	22620724
			
ZNF790	19	36817428	36850787
			
IFNA22P	9	21278050	21278619
			
	9	134054290	134058805
			
ARPC5L	9	124862130	124877733
			
PPP1R12A-AS1	12	79934901	79942712
			
	12	31465062	31465842
			
PPP2R5C	14	101761798	101927989
			
	9	126589594	126613700
			
	2	16294445	16302290
			
SLC25A5P2	2	33839782	33840678
			
LINC01460	2	27705786	27715732
			
	2	30051066	30143804
			
PLIN2	9	19108375	19149290
			
RASL10A	22	29312933	29319679
			
ABHD1	2	27123789	27130812
			
RACGAP1	12	49976923	50033136
			
	22	29316744	29317220
			
	22	29333158	29333267
			
SNORD125	22	29333163	29333258
			
	22	29387909	29417757
			
	22	29419155	29423193
			
RFPL4AP6	22	29432944	29435005
			
	5	7367929	7373074
			
	5	85663232	85664684
			
	19	28960506	28964943
			
	19	31588040	31595720
			
RFPL1S	22	29436534	29478868
			
EDIL3-DT	5	84382424	84490765
			
TAF9P3	19	30037285	30037411
			
	19	39638685	39642401
			
RFPL1	22	29438583	29442455
			
	19	35960512	35964063
			
	5	31738269	31738660
			
EEF1A1P7	19	35382172	35384052
			
	5	65020614	65020989
			
	5	38783580	38792754
			
RPS29P30	19	39644502	39644612
			
PPIAP78	5	66572057	66572546
			
KRT18P56	5	40066651	40067200
			
WTIP	19	34481758	34512304
			
CCNB3P1	5	26739753	26741183
			
CENPH	5	69189574	69210357
			
NEFH	22	29480218	29491390
			
ATP6V0D1-DT	16	67481314	67505977
			
	22	29480220	29481113
			
THOC5	22	29505879	29555216
			
THAP11	16	67842320	67844195
			
CASC22	16	52258564	52280638
			
	19	38844729	38845499
			
THAP5	7	108554543	108569750
			
LGALS16	19	39655913	39660647
			
MTCYBP16	4	64607703	64608831
			
	16	69756536	69757937
			
	4	34657606	34669432
			
PSMB7	9	124353465	124415444
			
RPL37P11	2	26678219	26678510
			
	4	22607501	22611063
			
CARMIL2	16	67644988	67657569
			
	2	42015625	42025302
			
	4	39973128	39973442
			
RINL	19	38867830	38878275
			
SRBD1	2	45388680	45612165
			
CLOCK	4	55427903	55546909
			
	5	51427996	51428427
			
	5	63957893	63981043
			
GZMK	5	55024256	55034570
			
	7	63876341	63877350
			
	7	56525428	56526113
			
LUARIS	7	43508728	43522542
			
	7	96306810	96306874
			
GUSBP13	5	69875271	69920867
			
	7	16938225	16938557
			
	7	99992397	99993050
			
	7	115789729	115791049
			
LNCPRESS1	7	101299578	101301346
